id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou,pitcher_ponches,ponches_proyectados,linea_mercado_ponches,lado_recomendado_ponches,probabilidad_over_ponches,probabilidad_under_ponches,origen_linea_ponches
824401,2026-08-06,New York Mets @ Cleveland Guardians,Cleveland Guardians,New York Mets,2026-08-06,Progressive Field,Foster Griffin,0.0,Nolan McLean,0.0,Ponches (Local),N/A,N/A,N/A,N/A,N/A,N/A,N/A,FINAL,2026-08-06T14:42:14.053992,1.0.0,Juego finalizado,N/A,Ponches (Local),,,,,,,,,,,,,
824401,2026-08-06,New York Mets @ Cleveland Guardians,Cleveland Guardians,New York Mets,2026-08-06,Progressive Field,Foster Griffin,0.0,Nolan McLean,0.0,Ponches (Visitante),N/A,N/A,N/A,N/A,N/A,N/A,N/A,FINAL,2026-08-06T14:42:14.053992,1.0.0,Juego finalizado,N/A,Ponches (Visitante),,,,,,,,,,,,,
823754,2026-08-06,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-06,American Family Field,Dustin May,0.0,Braxton Ashcraft,0.0,Ganador del partido,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FINAL,2026-08-06T14:42:14.595810,1.0.0,Juego finalizado,N/A,Ganador del partido,,,,,,,,,,,,,
823754,2026-08-06,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-06,American Family Field,Dustin May,0.0,Braxton Ashcraft,0.0,Más/Menos carreras,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FINAL,2026-08-06T14:42:14.595810,1.0.0,Juego finalizado,N/A,Más/Menos carreras,,,,,,,,,,,,,
823754,2026-08-06,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-06,American Family Field,Dustin May,0.0,Braxton Ashcraft,0.0,Ponches (Local),N/A,N/A,N/A,N/A,N/A,N/A,N/A,FINAL,2026-08-06T14:42:14.595810,1.0.0,Juego finalizado,N/A,Ponches (Local),,,,,,,,,,,,,
823754,2026-08-06,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-06,American Family Field,Dustin May,0.0,Braxton Ashcraft,0.0,Ponches (Visitante),N/A,N/A,N/A,N/A,N/A,N/A,N/A,FINAL,2026-08-06T14:42:14.595810,1.0.0,Juego finalizado,N/A,Ponches (Visitante),,,,,,,,,,,,,
824664,2026-08-06,Toronto Blue Jays @ Chicago Cubs,Chicago Cubs,Toronto Blue Jays,2026-08-06,Wrigley Field,Shota Imanaga,3.6,Dylan Cease,2.28,Ganador del partido,Chicago Cubs,50.5%,49.5%,1.0%,50.77,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:15.130843,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824664,2026-08-06,Toronto Blue Jays @ Chicago Cubs,Chicago Cubs,Toronto Blue Jays,2026-08-06,Wrigley Field,Shota Imanaga,3.6,Dylan Cease,2.28,Más/Menos carreras,N/A,44.4%,55.6%,11.2%,67.98,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:15.130843,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,5.87,6.0,UNDER,44.4,55.6,MODEL,,,,,,,
824664,2026-08-06,Toronto Blue Jays @ Chicago Cubs,Chicago Cubs,Toronto Blue Jays,2026-08-06,Wrigley Field,Shota Imanaga,3.6,Dylan Cease,2.28,Ponches (Local),Ks: Shota Imanaga,47.5%,52.5%,5.1%,52.03,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:15.130843,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,Shota Imanaga,6.51,6.5,UNDER,47.46,52.54,MODEL
824664,2026-08-06,Toronto Blue Jays @ Chicago Cubs,Chicago Cubs,Toronto Blue Jays,2026-08-06,Wrigley Field,Shota Imanaga,3.6,Dylan Cease,2.28,Ponches (Visitante),Ks: Dylan Cease,41.1%,58.9%,17.8%,79.63,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-06T14:42:15.130843,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ponches (Visitante),,,,,,,Dylan Cease,11.88,12.0,UNDER,41.09,58.91,MODEL
823105,2026-08-06,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-06,T-Mobile Park,Bryce Miller,3.12,Framber Valdez,4.38,Ganador del partido,Detroit Tigers,47.9%,52.1%,4.2%,58.75,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:15.665659,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
823105,2026-08-06,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-06,T-Mobile Park,Bryce Miller,3.12,Framber Valdez,4.38,Más/Menos carreras,N/A,49.7%,50.3%,0.6%,43.04,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:15.665659,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.15,7.0,UNDER,49.7,50.3,MODEL,,,,,,,
823105,2026-08-06,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-06,T-Mobile Park,Bryce Miller,3.12,Framber Valdez,4.38,Ponches (Local),Ks: Bryce Miller,43.9%,56.1%,12.2%,70.16,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-06T14:42:15.665659,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ponches (Local),,,,,,,Bryce Miller,8.23,8.0,UNDER,43.92,56.08,MODEL
823105,2026-08-06,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-06,T-Mobile Park,Bryce Miller,3.12,Framber Valdez,4.38,Ponches (Visitante),Ks: Framber Valdez,40.8%,59.2%,18.4%,72.67,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-06T14:42:15.665659,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ponches (Visitante),,,,,,,Framber Valdez,6.09,6.0,UNDER,40.79,59.21,MODEL
823430,2026-08-06,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,2026-08-06,Citizens Bank Park,Cristopher Sánchez,2.61,Miles Mikolas,5.67,Ganador del partido,Philadelphia Phillies,61.5%,38.6%,22.9%,79.28,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-06T14:42:16.204162,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ganador del partido,,,,,,,,,,,,,
823430,2026-08-06,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,2026-08-06,Citizens Bank Park,Cristopher Sánchez,2.61,Miles Mikolas,5.67,Más/Menos carreras,N/A,47.0%,53.0%,6.0%,52.4,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:16.204162,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.97,9.0,UNDER,47.0,53.0,MODEL,,,,,,,
823430,2026-08-06,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,2026-08-06,Citizens Bank Park,Cristopher Sánchez,2.61,Miles Mikolas,5.67,Ponches (Local),Ks: Cristopher Sánchez,50.7%,49.3%,1.4%,50.58,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:16.204162,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,Cristopher Sánchez,9.73,9.5,OVER,50.72,49.28,MODEL
823430,2026-08-06,Washington Nationals @ Philadelphia Phillies,Philadelphia Phillies,Washington Nationals,2026-08-06,Citizens Bank Park,Cristopher Sánchez,2.61,Miles Mikolas,5.67,Ponches (Visitante),Ks: Miles Mikolas,40.5%,59.5%,19.0%,80.11,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-06T14:42:16.204162,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ponches (Visitante),,,,,,,Miles Mikolas,7.98,8.0,UNDER,40.49,59.51,MODEL
824729,2026-08-06,Chicago White Sox @ Boston Red Sox,Boston Red Sox,Chicago White Sox,2026-08-06,Fenway Park,Ranger Suarez,3.15,Luis Castillo,5.06,Ganador del partido,Boston Red Sox,57.8%,42.2%,15.6%,70.63,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-06T14:42:16.753873,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,,,,,,,,
824729,2026-08-06,Chicago White Sox @ Boston Red Sox,Boston Red Sox,Chicago White Sox,2026-08-06,Fenway Park,Ranger Suarez,3.15,Luis Castillo,5.06,Más/Menos carreras,N/A,47.3%,52.7%,5.4%,44.96,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:16.753873,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.48,7.5,UNDER,47.3,52.7,MODEL,,,,,,,
824729,2026-08-06,Chicago White Sox @ Boston Red Sox,Boston Red Sox,Chicago White Sox,2026-08-06,Fenway Park,Ranger Suarez,3.15,Luis Castillo,5.06,Ponches (Local),Ks: Ranger Suarez,44.8%,55.2%,10.5%,60.49,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:16.753873,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,Ranger Suarez,8.29,8.5,UNDER,44.76,55.24,MODEL
824729,2026-08-06,Chicago White Sox @ Boston Red Sox,Boston Red Sox,Chicago White Sox,2026-08-06,Fenway Park,Ranger Suarez,3.15,Luis Castillo,5.06,Ponches (Visitante),Ks: Luis Castillo,37.4%,62.6%,25.2%,82.89,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-06T14:42:16.753873,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ponches (Visitante),,,,,,,Luis Castillo,6.82,7.0,UNDER,37.39,62.61,MODEL
824885,2026-08-06,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-06,Truist Park,Martín Pérez,3.24,Janson Junk,4.58,Ganador del partido,Atlanta Braves,54.2%,45.8%,8.5%,60.01,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:17.317630,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824885,2026-08-06,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-06,Truist Park,Martín Pérez,3.24,Janson Junk,4.58,Más/Menos carreras,N/A,45.0%,55.0%,10.0%,60.3,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:17.317630,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.33,7.5,UNDER,45.0,55.0,MODEL,,,,,,,
824885,2026-08-06,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-06,Truist Park,Martín Pérez,3.24,Janson Junk,4.58,Ponches (Local),Ks: Martín Pérez,37.7%,62.3%,24.6%,82.66,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-06T14:42:17.317630,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ponches (Local),,,,,,,Martín Pérez,5.89,6.0,UNDER,37.68,62.32,MODEL
824885,2026-08-06,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-06,Truist Park,Martín Pérez,3.24,Janson Junk,4.58,Ponches (Visitante),Ks: Janson Junk,44.5%,55.5%,11.1%,60.74,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:17.317630,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Visitante),,,,,,,Janson Junk,5.35,5.5,UNDER,44.45,55.55,MODEL
824080,2026-08-06,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-06,Kauffman Stadium,Michael Wacha,3.51,Bailey Ober,4.45,Ganador del partido,Kansas City Royals,50.6%,49.4%,1.2%,50.94,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:17.797253,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824080,2026-08-06,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-06,Kauffman Stadium,Michael Wacha,3.51,Bailey Ober,4.45,Más/Menos carreras,N/A,48.5%,51.5%,3.0%,51.2,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:17.797253,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,8.07,8.0,UNDER,48.5,51.5,MODEL,,,,,,,
824080,2026-08-06,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-06,Kauffman Stadium,Michael Wacha,3.51,Bailey Ober,4.45,Ponches (Local),Ks: Michael Wacha,51.2%,48.8%,2.4%,50.96,N/A,⭐ Partido cerrado,READY,2026-08-06T14:42:17.797253,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,Michael Wacha,6.75,6.5,OVER,51.2,48.8,MODEL
824080,2026-08-06,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-06,Kauffman Stadium,Michael Wacha,3.51,Bailey Ober,4.45,Ponches (Visitante),Ks: Bailey Ober,41.3%,58.7%,17.5%,79.49,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-06T14:42:17.797253,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ponches (Visitante),,,,,,,Bailey Ober,5.16,5.0,UNDER,41.26,58.74,MODEL
825053,2026-08-06,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-06,Chase Field,Kohl Drake,4.85,Walker Buehler,5.18,Ganador del partido,Arizona Diamondbacks,54.1%,45.9%,8.3%,0.0,N/A,NO_PLAY,READY,2026-08-06T14:42:18.366265,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,,,,,,,,
825053,2026-08-06,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-06,Chase Field,Kohl Drake,4.85,Walker Buehler,5.18,Más/Menos carreras,N/A,45.4%,54.6%,9.2%,0.0,N/A,NO_PLAY,READY,2026-08-06T14:42:18.366265,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,8.34,8.5,UNDER,45.4,54.6,MODEL,,,,,,,
825053,2026-08-06,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-06,Chase Field,Kohl Drake,4.85,Walker Buehler,5.18,Ponches (Local),Ks: Kohl Drake,46.6%,53.4%,6.9%,0.0,N/A,NO_PLAY,READY,2026-08-06T14:42:18.366265,1.0.0,Listo para analizar,NO_PLAY,Ponches (Local),,,,,,,Kohl Drake,5.47,5.5,UNDER,46.57,53.43,MODEL
825053,2026-08-06,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-06,Chase Field,Kohl Drake,4.85,Walker Buehler,5.18,Ponches (Visitante),Ks: Walker Buehler,37.6%,62.4%,24.8%,0.0,N/A,NO_PLAY,READY,2026-08-06T14:42:18.366265,1.0.0,Listo para analizar,NO_PLAY,Ponches (Visitante),,,,,,,Walker Buehler,4.95,5.0,UNDER,37.61,62.39,MODEL
