id,fecha,partido,equipo_local,equipo_visitante,hora_inicio,estadio,abridor_local,era_local,abridor_visitante,era_visitante,mercado,ganador_proyectado,probabilidad_local,probabilidad_visitante,diferencia_probabilidad,solidez_modelo,marcador_proyectado,evaluacion,estado,generado_en,version_modelo,estado_es,evaluacion_es,mercado_es,total_carreras_esperadas,linea_mercado_ou,lado_recomendado_ou,probabilidad_over_ou,probabilidad_under_ou,origen_linea_ou,pitcher_ponches,ponches_proyectados,linea_mercado_ponches,lado_recomendado_ponches,probabilidad_over_ponches,probabilidad_under_ponches,origen_linea_ponches
824731,2026-08-04,Chicago White Sox @ Boston Red Sox,Boston Red Sox,Chicago White Sox,2026-08-04,Fenway Park,Patrick Sandoval,2.82,Davis Martin,3.98,Ponches (Visitante),Ks: Davis Martin,49.4%,50.6%,1.2%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:28.726122,1.0.0,Listo para analizar,NO_PLAY,Ponches (Visitante),,,,,,,Davis Martin,6.63,6.5,UNDER,49.4,50.6,MODEL
824888,2026-08-04,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-04,Truist Park,Grant Holmes,3.74,Ryan Gusto,5.14,Ganador del partido,Atlanta Braves,50.9%,49.1%,1.8%,51.31,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:28.938314,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824888,2026-08-04,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-04,Truist Park,Grant Holmes,3.74,Ryan Gusto,5.14,Más/Menos carreras,N/A,40.2%,59.8%,19.6%,80.34,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-04T19:15:28.938314,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Más/Menos carreras,7.96,8.5,UNDER,40.2,59.8,MODEL,,,,,,,
824888,2026-08-04,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-04,Truist Park,Grant Holmes,3.74,Ryan Gusto,5.14,Ponches (Local),Ks: Grant Holmes,35.9%,64.1%,28.2%,91.29,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-04T19:15:28.938314,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ponches (Local),,,,,,,Grant Holmes,5.78,6.5,UNDER,35.89,64.11,MODEL
824888,2026-08-04,Miami Marlins @ Atlanta Braves,Atlanta Braves,Miami Marlins,2026-08-04,Truist Park,Grant Holmes,3.74,Ryan Gusto,5.14,Ponches (Visitante),Ks: Ryan Gusto,46.6%,53.4%,6.7%,66.2,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:28.938314,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Visitante),,,,,,,Ryan Gusto,5.47,5.5,UNDER,46.63,53.37,MODEL
824084,2026-08-04,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-04,Kauffman Stadium,Randy Dobnak,1.0,Joe Ryan,3.63,Ganador del partido,Kansas City Royals,51.8%,48.2%,3.7%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.136835,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,,,,,,,,
824084,2026-08-04,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-04,Kauffman Stadium,Randy Dobnak,1.0,Joe Ryan,3.63,Más/Menos carreras,N/A,36.5%,63.5%,27.0%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.136835,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,5.82,6.5,UNDER,36.5,63.5,MODEL,,,,,,,
824084,2026-08-04,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-04,Kauffman Stadium,Randy Dobnak,1.0,Joe Ryan,3.63,Ponches (Local),Ks: Randy Dobnak,50.7%,49.2%,1.5%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.136835,1.0.0,Listo para analizar,NO_PLAY,Ponches (Local),,,,,,,Randy Dobnak,4.71,4.5,OVER,50.75,49.25,MODEL
824084,2026-08-04,Minnesota Twins @ Kansas City Royals,Kansas City Royals,Minnesota Twins,2026-08-04,Kauffman Stadium,Randy Dobnak,1.0,Joe Ryan,3.63,Ponches (Visitante),Ks: Joe Ryan,39.1%,60.9%,21.7%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.136835,1.0.0,Listo para analizar,NO_PLAY,Ponches (Visitante),,,,,,,Joe Ryan,7.88,8.5,UNDER,39.14,60.86,MODEL
823756,2026-08-04,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-04,American Family Field,Logan Henderson,2.54,Jared Jones,3.69,Ganador del partido,Pittsburgh Pirates,49.9%,50.1%,0.1%,35.68,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.351419,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
823756,2026-08-04,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-04,American Family Field,Logan Henderson,2.54,Jared Jones,3.69,Más/Menos carreras,N/A,40.0%,60.0%,20.0%,66.1,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.351419,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,6.99,7.5,UNDER,40.0,60.0,MODEL,,,,,,,
823756,2026-08-04,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-04,American Family Field,Logan Henderson,2.54,Jared Jones,3.69,Ponches (Local),Ks: Logan Henderson,48.3%,51.7%,3.4%,36.96,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.351419,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,Logan Henderson,8.54,8.5,UNDER,48.3,51.7,MODEL
823756,2026-08-04,Pittsburgh Pirates @ Milwaukee Brewers,Milwaukee Brewers,Pittsburgh Pirates,2026-08-04,American Family Field,Logan Henderson,2.54,Jared Jones,3.69,Ponches (Visitante),Ks: Jared Jones,46.7%,53.3%,6.7%,51.77,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.351419,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Visitante),,,,,,,Jared Jones,6.46,6.5,UNDER,46.66,53.34,MODEL
824645,2026-08-04,Los Angeles Dodgers @ Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,2026-08-04,Wrigley Field,Javier Assad,3.73,Tarik Skubal,2.79,Ganador del partido,Los Angeles Dodgers,49.9%,50.1%,0.3%,35.82,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.582268,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
824645,2026-08-04,Los Angeles Dodgers @ Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,2026-08-04,Wrigley Field,Javier Assad,3.73,Tarik Skubal,2.79,Más/Menos carreras,N/A,47.5%,52.5%,5.0%,37.6,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.582268,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,7.5,7.5,UNDER,47.5,52.5,MODEL,,,,,,,
824645,2026-08-04,Los Angeles Dodgers @ Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,2026-08-04,Wrigley Field,Javier Assad,3.73,Tarik Skubal,2.79,Ponches (Local),Ks: Javier Assad,41.2%,58.8%,17.6%,65.12,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.582268,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,Javier Assad,6.12,6.5,UNDER,41.22,58.78,MODEL
824645,2026-08-04,Los Angeles Dodgers @ Chicago Cubs,Chicago Cubs,Los Angeles Dodgers,2026-08-04,Wrigley Field,Javier Assad,3.73,Tarik Skubal,2.79,Ponches (Visitante),Ks: Tarik Skubal,38.8%,61.2%,22.3%,74.53,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-04T19:15:29.582268,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ponches (Visitante),,,,,,,Tarik Skubal,9.77,10.5,UNDER,38.84,61.16,MODEL
822865,2026-08-04,San Francisco Giants @ Texas Rangers,Texas Rangers,San Francisco Giants,2026-08-04,Globe Life Field,MacKenzie Gore,4.77,Blade Tidwell,3.0,Ganador del partido,San Francisco Giants,45.5%,54.5%,9.1%,67.36,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.775689,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
822865,2026-08-04,San Francisco Giants @ Texas Rangers,Texas Rangers,San Francisco Giants,2026-08-04,Globe Life Field,MacKenzie Gore,4.77,Blade Tidwell,3.0,Más/Menos carreras,N/A,39.4%,60.6%,21.2%,88.48,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-04T19:15:29.775689,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,8.86,9.5,UNDER,39.4,60.6,MODEL,,,,,,,
822865,2026-08-04,San Francisco Giants @ Texas Rangers,Texas Rangers,San Francisco Giants,2026-08-04,Globe Life Field,MacKenzie Gore,4.77,Blade Tidwell,3.0,Ponches (Local),Ks: MacKenzie Gore,49.1%,50.9%,1.7%,50.69,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:29.775689,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,MacKenzie Gore,7.61,7.5,UNDER,49.14,50.86,MODEL
822865,2026-08-04,San Francisco Giants @ Texas Rangers,Texas Rangers,San Francisco Giants,2026-08-04,Globe Life Field,MacKenzie Gore,4.77,Blade Tidwell,3.0,Ponches (Visitante),Ks: Blade Tidwell,26.3%,73.7%,47.4%,98.96,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-04T19:15:29.775689,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ponches (Visitante),,,,,,,Blade Tidwell,1.78,2.5,UNDER,26.3,73.7,MODEL
824161,2026-08-04,Toronto Blue Jays @ Houston Astros,Houston Astros,Toronto Blue Jays,2026-08-04,Daikin Park,Hayden Wesneski,4.76,Trey Yesavage,3.73,Ganador del partido,Houston Astros,50.8%,49.2%,1.6%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.976337,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,,,,,,,,
824161,2026-08-04,Toronto Blue Jays @ Houston Astros,Houston Astros,Toronto Blue Jays,2026-08-04,Daikin Park,Hayden Wesneski,4.76,Trey Yesavage,3.73,Más/Menos carreras,N/A,40.2%,59.8%,19.6%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.976337,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,7.96,8.5,UNDER,40.2,59.8,MODEL,,,,,,,
824161,2026-08-04,Toronto Blue Jays @ Houston Astros,Houston Astros,Toronto Blue Jays,2026-08-04,Daikin Park,Hayden Wesneski,4.76,Trey Yesavage,3.73,Ponches (Local),Ks: Hayden Wesneski,45.5%,54.5%,9.0%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.976337,1.0.0,Listo para analizar,NO_PLAY,Ponches (Local),,,,,,,Hayden Wesneski,4.43,4.5,UNDER,45.5,54.5,MODEL
824161,2026-08-04,Toronto Blue Jays @ Houston Astros,Houston Astros,Toronto Blue Jays,2026-08-04,Daikin Park,Hayden Wesneski,4.76,Trey Yesavage,3.73,Ponches (Visitante),Ks: Trey Yesavage,43.3%,56.7%,13.5%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:29.976337,1.0.0,Listo para analizar,NO_PLAY,Ponches (Visitante),,,,,,,Trey Yesavage,7.21,7.5,UNDER,43.27,56.73,MODEL
824321,2026-08-04,Tampa Bay Rays @ Colorado Rockies,Colorado Rockies,Tampa Bay Rays,2026-08-04,Coors Field,Gabriel Hughes,3.33,Freddy Peralta,4.99,Ganador del partido,Colorado Rockies,50.9%,49.1%,1.7%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:30.189656,1.0.0,Listo para analizar,NO_PLAY,Ganador del partido,,,,,,,,,,,,,
824321,2026-08-04,Tampa Bay Rays @ Colorado Rockies,Colorado Rockies,Tampa Bay Rays,2026-08-04,Coors Field,Gabriel Hughes,3.33,Freddy Peralta,4.99,Más/Menos carreras,N/A,38.5%,61.5%,23.0%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:30.189656,1.0.0,Listo para analizar,NO_PLAY,Más/Menos carreras,8.79,9.5,UNDER,38.5,61.5,MODEL,,,,,,,
824321,2026-08-04,Tampa Bay Rays @ Colorado Rockies,Colorado Rockies,Tampa Bay Rays,2026-08-04,Coors Field,Gabriel Hughes,3.33,Freddy Peralta,4.99,Ponches (Local),Ks: Gabriel Hughes,41.9%,58.1%,16.3%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:30.189656,1.0.0,Listo para analizar,NO_PLAY,Ponches (Local),,,,,,,Gabriel Hughes,6.15,6.5,UNDER,41.86,58.14,MODEL
824321,2026-08-04,Tampa Bay Rays @ Colorado Rockies,Colorado Rockies,Tampa Bay Rays,2026-08-04,Coors Field,Gabriel Hughes,3.33,Freddy Peralta,4.99,Ponches (Visitante),Ks: Freddy Peralta,43.1%,56.9%,13.8%,0.0,N/A,NO_PLAY,READY,2026-08-04T19:15:30.189656,1.0.0,Listo para analizar,NO_PLAY,Ponches (Visitante),,,,,,,Freddy Peralta,7.2,7.5,UNDER,43.1,56.9,MODEL
825054,2026-08-04,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-04,Chase Field,Eduardo Rodriguez,2.48,Randy Vásquez,4.45,Ganador del partido,Arizona Diamondbacks,55.6%,44.4%,11.2%,67.86,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:30.414906,1.0.0,Listo para analizar,⭐ Partido cerrado,Ganador del partido,,,,,,,,,,,,,
825054,2026-08-04,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-04,Chase Field,Eduardo Rodriguez,2.48,Randy Vásquez,4.45,Más/Menos carreras,N/A,47.6%,52.4%,4.8%,51.92,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:30.414906,1.0.0,Listo para analizar,⭐ Partido cerrado,Más/Menos carreras,6.52,6.5,UNDER,47.6,52.4,MODEL,,,,,,,
825054,2026-08-04,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-04,Chase Field,Eduardo Rodriguez,2.48,Randy Vásquez,4.45,Ponches (Local),Ks: Eduardo Rodriguez,46.8%,53.2%,6.4%,66.04,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:30.414906,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Local),,,,,,,Eduardo Rodriguez,5.48,5.5,UNDER,46.82,53.18,MODEL
825054,2026-08-04,San Diego Padres @ Arizona Diamondbacks,Arizona Diamondbacks,San Diego Padres,2026-08-04,Chase Field,Eduardo Rodriguez,2.48,Randy Vásquez,4.45,Ponches (Visitante),Ks: Randy Vásquez,47.4%,52.6%,5.2%,52.09,N/A,⭐ Partido cerrado,READY,2026-08-04T19:15:30.414906,1.0.0,Listo para analizar,⭐ Partido cerrado,Ponches (Visitante),,,,,,,Randy Vásquez,4.53,4.5,UNDER,47.39,52.61,MODEL
823108,2026-08-04,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-04,T-Mobile Park,Emerson Hancock,3.26,Troy Melton,1.75,Ganador del partido,Detroit Tigers,41.8%,58.2%,16.4%,77.99,N/A,⭐⭐⭐ Ligera ventaja,READY,2026-08-04T19:15:30.619605,1.0.0,Listo para analizar,⭐⭐⭐ Ligera ventaja,Ganador del partido,,,,,,,,,,,,,
823108,2026-08-04,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-04,T-Mobile Park,Emerson Hancock,3.26,Troy Melton,1.75,Más/Menos carreras,N/A,35.9%,64.1%,28.2%,91.28,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-04T19:15:30.619605,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Más/Menos carreras,5.78,6.5,UNDER,35.9,64.1,MODEL,,,,,,,
823108,2026-08-04,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-04,T-Mobile Park,Emerson Hancock,3.26,Troy Melton,1.75,Ponches (Local),Ks: Emerson Hancock,43.1%,56.9%,13.8%,78.01,N/A,⭐⭐⭐⭐ Favorable,READY,2026-08-04T19:15:30.619605,1.0.0,Listo para analizar,⭐⭐⭐⭐ Favorable,Ponches (Local),,,,,,,Emerson Hancock,7.2,7.5,UNDER,43.11,56.89,MODEL
823108,2026-08-04,Detroit Tigers @ Seattle Mariners,Seattle Mariners,Detroit Tigers,2026-08-04,T-Mobile Park,Emerson Hancock,3.26,Troy Melton,1.75,Ponches (Visitante),Ks: Troy Melton,38.1%,61.9%,23.9%,89.55,N/A,⭐⭐⭐⭐⭐ Favorito fuerte,READY,2026-08-04T19:15:30.619605,1.0.0,Listo para analizar,⭐⭐⭐⭐⭐ Favorito fuerte,Ponches (Visitante),,,,,,,Troy Melton,7.81,8.5,UNDER,38.06,61.94,MODEL
